"uniqueID","chainstree","chainstree2","chainstree3","chainstree4","No tree","Oak","No data","Water","Hickory","Cherry","Elm","Walnut","Maple","Ash","Poplar","NA","Unknown tree","Ironwood","Basswood","No tree_dist","Oak_dist","No data_dist","Water_dist","Hickory_dist","Cherry_dist","Elm_dist","Walnut_dist","Maple_dist","Ash_dist","Poplar_dist","NA_dist","Unknown tree_dist","Ironwood_dist","Basswood_dist"
154,63,35,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,13,42,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"27.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,399,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,128,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,6,33,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,44,268,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,55,80,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"67.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,310,244,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,15,100,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"57.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,94,125,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"109.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,18,97,"105","114",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"83.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,40,60,"31","33",0,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,"45.5",NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,188,179,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"183.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,300,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,52,76,"34","88",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"62.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,85,118,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"101.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,17,8,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,447,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,23,14,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"18.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,6,32,"37","106",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"45.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,17,318,NA,NA,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,"167.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,57,118,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"87.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,40,100,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"40",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,290,495,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"392.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,43,181,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,7,15,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,50,125,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"87.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,23,19,"124","100",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"66.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,93,92,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"92.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,68,76,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,24,70,"37","56",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"46.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,14,60,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"60",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,69,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,80,109,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"94.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,97,105,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,241,270,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"255.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,22,122,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,96,50,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,88,81,NA,NA,0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,"81",NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA
223,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,38,48,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"38",NA,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,45,9,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,44,41,"52","38",0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"44",NA,NA,"43.6666666666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,26,77,"9",NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"77",NA,NA,"17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,273,312,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"292.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,80,24,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,25,60,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"42.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,22,36,"31","150",0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,51,215,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,166,154,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,225,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,566,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,237,516,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"376.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,34,91,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"62.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,32,107,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"69.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,79,111,"375",NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"188.333333333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,42,11,"45","113",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"52.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,16,80,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,68,53,"50","105",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,126,51,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
258,10,102,"238","30",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,62,112,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"62",NA,NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,14,62,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,128,152,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,85,134,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"109.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,61,20,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"40.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,113,293,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,190,218,"338","66",0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,"248.666666666667",NA,NA,"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,68,340,"190","250",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,57,28,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"42.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,38,16,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
279,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,88,60,"45","159",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,68,44,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,171,141,"210",NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,0,20,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,72,72,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,37,44,"20","104",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"51.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,37,73,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,33,39,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,149,112,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"130.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
