"uniqueID","chainstree","chainstree2","chainstree3","chainstree4","No tree","Basswood","Oak","Elm","Hickory","Maple","Cherry","No data","Hackberry","Locust","Unknown tree","Sycamore","Ash","Water","NA","Walnut","No tree_dist","Basswood_dist","Oak_dist","Elm_dist","Hickory_dist","Maple_dist","Cherry_dist","No data_dist","Hackberry_dist","Locust_dist","Unknown tree_dist","Sycamore_dist","Ash_dist","Water_dist","NA_dist","Walnut_dist"
444,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"25","40",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"32.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,"183","28",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"105.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,"44","80",NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"44",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"40","35",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"37.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,"20","20",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"138",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"137",NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"36",NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"14","10",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,"120",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"100","228",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"31","30",NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"31",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"500",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,"69","59",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,"27","78",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"52.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"61",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,"23","22",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22"
513,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,"69","74",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"71.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,"46","39",NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"39",NA,"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,"59","77",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"250",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,"37","25",NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"25","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,"424",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,"248","170",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,"90","83",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"86.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"51","90",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,"70.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,"0",NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
